,Name,Country,Type,Year,Price,Rating,Review,Size,ABV
1052, RedHeads Triplex 2021 , Australia , White - Dry ,['2021'],£15.99,4.0/5,[], 750.00 ml , 13.5% ABV 
1053, Selva del Moro Organic Chianti Classico Riserva 2019 , Italy , Red - Medium to full bodied ,['2019'],£18.99,/5,[], 750.00 ml , 14.0% ABV 
1054, Château de Colombe Castillon Côtes de Bordeaux 2021 , France , Red - Medium to full bodied ,['2021'],£14.99,4.3/5,['81'], 750.00 ml , 13.5% ABV 
1055, Alessandro Gallici Prosecco 50th Anniversary Gift ,Read more," Alessandro Gallici Prosecco 50th Anniversary Gift Delightful gentle creamy fizz in this fine Prosecco, plus extra toasty length in the vintage edition We’ve worked with the genial Alessandro Gallici for over 20 years now. Every vintage he produces a superb range of both still and sparkling wines that our customers and staff adore. To thank us for our long years of friendship, Alessandro was determined to produce a vintage fizz worthy of the occasion. It is this Prosecco Millesimato. Still made all with Glera, it uses only fine organic grapes taken from around the village of Roncade and is given its fizz by the special charmat method. Alessandro’s standard Prosecco is hugely popular to enjoy any time. This fine vintage version will be too. It’s deliciously long and toasty with creamy peach fruit. Chill down, then find a reason to open the bottle! A pre-dinner aperitif – perfect! ",['50'],£18.99,4.3,['123'], 750.00 ml , 11.0% ABV 
1056, Von Reben Pinot Noir 2020 , Germany , Red - Light to Medium Bodied ,['2020'],£11.99,4.0/5,['37'], 750.00 ml , 12.5% ABV 
1057, Château Bellegrave 2014 , France , Red - Medium Bodied ,['2014'],£33.00,/5,[], 750.00 ml , 13.5% ABV 
1058, Maison Roche de Bellene Meursault Les Chevalières 2018 , France , White - Dry ,['2018'],£55.00,5.0/5,[], 750.00 ml , 13.5% ABV 
1059, Dog Point Organic Chardonnay 2019 , New Zealand , White - Dry ,['2019'],£29.00,5.0/5,[], 750.00 ml , 13.5% ABV 
1060, El Bombero (magnum) 2021 , Spain , Red - Full bodied ,['2021'],£22.00,4.6/5,[], 1500.00 ml , 14.5% ABV 
1061, Caprili Brunello di Montalcino 2017 , Italy , Red - Full bodied ,['2017'],£36.00,/5,[], 750.00 ml , 14.0% ABV 
1062, Grattamacco Organic Vermentino 2018 , Italy , White - Dry ,['2018'],£31.00,5.0/5,[], 750.00 ml , 14.0% ABV 
1063, Château Clerc Milon 2018 , France , Red - Medium to full bodied ,['2018'],£85.00,5.0/5,[], 750.00 ml , 14.5% ABV 
1064, Fine Dining Mixed Dozen Gift ,Read more," Fine Dining Mixed Dozen Gift A wonderfully varied case made up of wines specially chosen because they go so well with good food A generous gift for the gourmet in your life. The variety here will cover everything from show-stopping dinner parties to quiet midweek suppers. Red highlights are a small-estate Rioja, a 95-point Argentinian Malbec from the great Zuccardi estate and a classic Chianti from the charming Paolo Masi. And in white, there’s a superb Loire Sauvignon and a rich white Rioja. There’s even a bottle of fine Italian fizz. ",[],Not found,3.9,['145'], 750.00 ml , 13.0% ABV 
1065, Merry Christmas Bordeaux Reds Duo Gift ,Read more," Merry Christmas Bordeaux Reds Duo Gift Bordeaux and Christmas are made for each other – and this gift combines them both With its warming mix of dark fruit and spice, Bordeaux is an ideal Christmas wine. But quality is vital and you get just that with this pair of Gold-medal winners from top vintages. ",[],Not found,3.9,['21'], 750.00 ml , 14.0% ABV 
1066, Château Cos d'Estournel 2018 , France , Red - Full bodied ,['2018'],£200.00,/5,[], 750.00 ml , 14.5% ABV 
1067, Petit Cheval Blanc 2019 , France , White - Dry ,['2019'],£125.00,/5,[], 750.00 ml , 13.0% ABV 
1068, Black Stump & Glasses Gift Set ,Click here," Black Stump & Glasses Gift Set Possibly the most delicious Aussie red ever (and our no. 1 bestseller), plus two Black Stump glasses Its rich, smooth blend of Durif and Shiraz has made The Black Stump our bestselling wine of all time. These branded glasses are the ideal way to enjoy its full intensity. A generous gift for red wine fans. ",[],£27.00,Not found,Not found,Not found,Not found
1069,Not found,Click here,Not found,Not found,Not found,Not found,Not found,Not found,Not found
1070, James E. Pepper Rye Whiskey (70cl) NV , USA , USA ,['70'],£39.95,/5,[], 700.00 ml , 46.0% ABV 
1071, Bodegas Castano Hecula Yecla (magnum) 2017 , Spain , Red - Full bodied ,['2017'],£22.00,/5,[], 1500.00 ml , 14.0% ABV 
1072, Vie di Romans Piere Sauvignon Blanc 2018 , Italy , White - Dry ,['2018'],£38.00,/5,[], 750.00 ml , 14.5% ABV 
1073, Grant Burge Filsell Shiraz 2019 , Australia , Red - Full bodied ,['2019'],£25.00,5.0/5,[], 750.00 ml , 14.5% ABV 
1074, Warner's Gin Taster Gift Set ,Read more," Warner's Gin Taster Gift Set Super smart gin gift set to taste the rainbow, G&T style There is something truly beautiful about a rainbow, and this neatly packed gift set of gin miniatures from Warner's is a great example. From tasty fruit gins such as rhubarb and elderflower to more unusual examples such as lemon balm, this eight-bottle set is a wonderful gift for any gin lover. ",[],£32.00,5.0,[], 400.00 ml , 44.0% ABV 
1075, Clarendelle by Haut-Brion Médoc 2018 , France , Red - Medium Bodied ,['2018'],£22.00,/5,[], 750.00 ml , 14.0% ABV 
1076, Carravacas de Primicia Crianza Rioja 2018 , Spain , Red - Medium Bodied ,['2018'],£15.49,3.7/5,['26'], 750.00 ml , 14.5% ABV 
1077, Maison Legrand Malbec 2020 , France , Red - Medium Bodied ,['2020'],£13.49,3.2/5,['92'], 750.00 ml , 13.5% ABV 
1078, Othello 2018 , USA , Red - Medium to full bodied ,['2018'],£50.00,/5,[], 750.00 ml , 14.5% ABV 
1079, Château Doisy-Védrines (37.5cl) 2019 , France , White - Very Sweet ,"['37', '2019']",£18.99,/5,[], 375.00 ml , 13.0% ABV 
1080, Casanova di Neri Tenuta Nuova 2017 , Italy , Red - Medium to full bodied ,['2017'],£95.00,/5,[], 750.00 ml , 14.5% ABV 
1081, Château de Beaufort 2019 , France , Red - Medium to full bodied ,['2019'],£14.49,4.2/5,['28'], 750.00 ml , 14.5% ABV 
1082, Il Marroneto Brunello di Montalcino 2017 , Italy , Red - Medium to full bodied ,['2017'],£85.00,/5,[], 750.00 ml , 14.0% ABV 
1083, Australian Reds Duo Gift ,Read more," Australian Reds Duo Gift A pair of bold, spicy reds from Down Under – savour slowly and with rich fare Australian reds really hit the spot during the winter months, and this pair doubly hit the spot when it comes to full-flavoured drinking satisfaction. Dark Corner is a customer favourite blend of dark Durif and juicy Shiraz, while Patronus is a rollicking Barossa Valley Shiraz. ",[],Not found,4.4,['1955'], 750.00 ml , 14.5% ABV 
1084, Belle Roche Cabernet Sauvignon (187ml) 2021 , France , Red - Medium to full bodied ,"['187', '2021']",£3.99,/5,[], 187.00 ml , 13.5% ABV 
1085, Cambridge Dry Gin 70cl NV , Great Britain , Great Britain ,['70'],£40.00,5.0/5,[], 700.00 ml , 42.0% ABV 
1086, Wind Down New Zealand Sauvignons ,Read more," Wind Down New Zealand Sauvignons Sit back and enjoy the exuberant aromas and tropical fruit flavours of New Zealand Sauvignon. Put your feet up with a refreshing glass of Sunday Bay – our go-to white when it’s time to unwind. Or treat yourself to the gooseberry-fresh flavours of Split Rock. From New Zealand’s sunniest region, it’s made with relaxation in mind. Hole in the Clouds is a zippy, citrusy white that’s all about fruit and freshness – perfect for a quiet moment. And for an extra treat you’ve Rapaura Springs Reserve – a Gold-medal winner from an estate once named New Zealand Winery of the Year. So shut out the world and chill with a glass of New Zealand’s finest. ",[],Not found,4.6,['235'], 750.00 ml , 13.5% ABV 
1087, Chateau de Fonbel 2019 , France , Red - Medium Bodied ,['2019'],£22.00,/5,[], 750.00 ml , 13.5% ABV 
1088, La Clarté de Haut-Brion 2019 , France , White - Dry ,['2019'],£85.00,/5,[], 750.00 ml , 13.5% ABV 
1089, Vasse Felix Sauvignon Blanc 2020 , Australia , White - Dry ,['2020'],£26.00,/5,[], 750.00 ml , 13.0% ABV 
1090, Plantagenet Lancaster Great Southern Shiraz 2018 , Australia , Red - Full bodied ,['2018'],£30.00,4.0/5,[], 750.00 ml , 14.5% ABV 
1091, Champagne Decelle Frères Brut Six Gift ,Read more, Champagne Decelle Frères Brut Six Gift ,[],Not found,4.0,['12'], 750.00 ml , 12.0% ABV 
1092, Bruno Giacosa Roero Arneis 2021 , Italy , White - Dry ,['2021'],£28.00,/5,[], 750.00 ml , 14.0% ABV 
1093, Wine Advent Calendar Reds ,Read more," Wine Advent Calendar Reds Back by popular demand! This Advent Calendar is a red wine lover’s ideal Christmas countdown Receiving an Advent calendar is always exciting – even more so when there’s a quarter-bottle of red wine waiting inside each window. Featuring a festive street scene inspired by some of our favourite wine regions, this showstopping gift keeps the magic alive throughout December. But the real highlights are the wines – classic customer favourites and new discoveries from around the world. Spoiler alert! There's even a half bottle of Champagne for a special treat on Christmas Eve. ",[],Not found,4.6,['30'], 187.00 ml , 15.0% ABV 
1094, Miniatures Mixed Whites Case ,Read more," Miniatures Mixed Whites Case The lip-smacking whites you love most … now in picnic-friendly miniature bottles Miniature 187ml bottles are perfect for when one glass is just enough. This case gives you some of our most refreshing, best-loved whites in this handy format. Great for light lunches and ideal if you want to hold a mini tasting. Lots different of options without the inevitable leftovers from opening a range of normal-sized bottles. ",[],Not found,5.0,[], 187.00 ml , 12.0% ABV 
1095, Château Marquis d'Alesme 2018 , France , Red - Medium to full bodied ,['2018'],£48.00,/5,[], 750.00 ml , 14.5% ABV 
1096, Pirineos Selección Blanco 2020 , Spain , White - Dry ,['2020'],£10.99,3.4/5,['40'], 750.00 ml , 13.0% ABV 
1097, Neil Ellis Piekenierskloof Grenache 2017 , South Africa , Red - Medium Bodied ,['2017'],£25.00,/5,[], 750.00 ml , 14.0% ABV 
1098, Mydflower Elderflower Sparkling Wine (330ml can) 2021 , Great Britain , Great Britain ,"['330', '2021']",£2.79,4.0/5,[], 330.00 ml , 5.3% ABV 
1099, La Dame de Montrose 2012 , France , Red - Medium Bodied ,['2012'],£41.00,5.0/5,[], 750.00 ml , 13.0% ABV 
1100, Le Dix de Los Vascos 2017 , Chile , Red - Full bodied ,['2017'],£45.00,/5,[], 750.00 ml , 14.5% ABV 
1101, Domaine La Sobilane 2021 , France , White - Dry ,['2021'],£13.49,4.0/5,['34'], 750.00 ml , 13.0% ABV 
1102, Ginestières Merlot (187ml) 2021 , France , Red - Medium Bodied ,"['187', '2021']",£2.99,/5,[], 187.00 ml , 13.5% ABV 
1103, Balfour Springfield Chardonnay 2018 , Great Britain , White - Dry ,['2018'],£25.00,/5,[], 750.00 ml , 12.0% ABV 
1104, Blank Canvas 'Abstract' Sauvignon Blanc 2018 , New Zealand , White - Dry ,['2018'],£28.00,/5,[], 750.00 ml , 13.5% ABV 
1105, Berkshire Botanical Dry Gin (50cl) NV , Great Britain , Great Britain ,['50'],£19.99,5.0/5,[], 500.00 ml , 40.3% ABV 
1106, Laithwaite's Vintage Port by Quinta do Noval 2015 , Portugal , Red - Full bodied ,['2015'],£49.00,5.0/5,[], 750.00 ml , 19.5% ABV 
1107, Domaine du Tunnel Vin Noir Cornas 2017 , France , Red - Medium to full bodied ,['2017'],£55.00,/5,[], 750.00 ml , 13.5% ABV 
1108, Ata Rangi Crimson Pinot Noir 2019 , New Zealand , Red - Medium Bodied ,['2019'],£27.00,/5,[], 750.00 ml , 13.0% ABV 
1109, Hotel Chocolat Salted Caramel Cacao Vodka Liqueur (50cl) NV , Great Britain , Great Britain ,['50'],£25.00,/5,[], 500.00 ml , 24.0% ABV 
1110, French Mixed Case ,Read more," French Mixed Case Favourite wines from France – 50 years of wine exploring, all in one showcase Ah, France. Our first ever wine hunting ground, and still our favourite – bringing us back year on year for the sheer mind-boggling range of inimitable styles that no other country can quite match. Almost impossible to sum up the whole country in 12 wines, but this case has you gorgeously covered, with intense, rich, hearty reds sitting beside elegant, dark, dinner table classics, sensationally perfumed whites and crisp refreshing treats that just want to be drunk from large glasses in the sun. See below for current lineup. ",[],Not found,3.7,['236'], 750.00 ml , 14.5% ABV 
1111, Domaine Saint Préfert Classique Châteauneuf-du-Pape 2019 , France , Red - Full bodied ,['2019'],£46.00,/5,[], 750.00 ml , 14.5% ABV 
1112, Stellenrust Heritage Collection Rosé 2021 , South Africa , Rosé - Dry ,['2021'],£11.99,4.4/5,['15'], 750.00 ml , 13.0% ABV 
1113, Glen Moray 17Yo Old Malt Cask NV , Great Britain , Great Britain ,['17'],£80.00,/5,[], 700.00 ml , 50.0% ABV 
1114, Joya del Río Toro 2020 , Spain , Red - Medium to full bodied ,['2020'],£11.99,3.1/5,['63'], 750.00 ml , 15.0% ABV 
1115, Happy Birthday Chocolates and White Wine Gift ,Read more," Happy Birthday Chocolates and White Wine Gift Four wines plus fine chocolates from the experts at Holdsworth Chocolates make this a splendid gift When you want to wish someone a happy birthday, this gift is the ideal way to do so. Delicious Holdsworth Chocolates in their beautiful box bears the all-important message, whilst the four white wines bring plenty of refreshing flavour. There’s zesty Chenin Blanc from South Africa and peachy Italian Pinot Grigio. Plus the recipient will take delight in the bright, zippy Chilean Sauvignon Blanc and relish the tropical fruit flavours in the French delight. A superb way to express felicitations. Wines packed in a blue presentation box with chocolates carefully wrapped alongside. ",[],Not found,4.0,['835'], 750.00 ml , 12.0% ABV 
1116, Festive Favourites Whites Six Gift ,Read more," Festive Favourites Whites Six Gift Send them on an adventurous and flavoursome wine journey with this great six-bottle case of whites Introducing someone to their next favourite white wine is a gift that keeps on giving – and this Mixed Six is the ideal way to do just that. Inside they’ll find familiar grapes from unusual places, such as Pinot Grigio from Hungary (our No.1 bestselling PG), Sauvignon Blanc from Portugal and South Africa, plus a Viognier from Chile. Then there are the classics – an Italian Pinot Grigio and our top-selling Aussie white, which was famously described by BBC’s Food & Drink programme as “sunshine in a glass”. ",[],Not found,4.0,['95'], 750.00 ml , 12.5% ABV 
1117, Domaine Jean Monnier et Fils Meursault Premier Cru Genevrières 2020 , France , White - Dry ,['2020'],£60.00,/5,[], 750.00 ml , 13.0% ABV 
1118, Domaine François Buffet Volnay 2018 , France , Red - Medium Bodied ,['2018'],£39.00,/5,[], 750.00 ml , 13.0% ABV 
1119, Hendrick’s Neptunia Gin (70cl) NV , Great Britain , Great Britain ,['70'],£35.00,/5,[], 700.00 ml , 43.0% ABV 
1120, Alfonso Oloroso Sherry NV , Spain , White - Dry ,[],£15.99,/5,[], 750.00 ml , 20.0% ABV 
1121, Dog Point 'Section 94' Sauvignon Blanc 2018 , New Zealand , White - Dry ,"['94', '2018']",£37.00,/5,[], 750.00 ml , 14.5% ABV 
1122, Luxury Black Reds Mixed Six ,Read more," Luxury Black Reds Mixed Six Indulgent, deep-coloured Black Reds rippling with powerfully smooth fruit flavours Black Reds are the darkest reds in our range. Big flavours, impressive richness and gorgeous smoothness are all guaranteed. This selection takes those qualities to the very highest tier. They’re made with the ripest grapes of the vintage and are patiently aged in barrel for extra depth and complexity. Your wines all come from Black Red specialists across the globe. Uncork, pour and savour a red wine experience like no other. ",[],Not found,4.5,['543'], 750.00 ml , 14.5% ABV 
1123, Domaine Heresztyn-Mazzini Bourgogne Pinot Noir 2019 , France , Red - Medium Bodied ,['2019'],£27.00,4.0/5,[], 750.00 ml , 13.0% ABV 
1124, Champagne Bollinger La Grande Année Rosé (in gift box) 2014 , France , Rosé - Very Dry ,['2014'],£140.00,/5,[], 750.00 ml , 12.0% ABV 
1125, Fine Dining Reds Six Gift ,Read more," Fine Dining Reds Six Gift Sumptuous fare calls for wines of the highest calibre - and this six-bottle red selection delivers Whichever cuisine is served, these red are sure to wow the lucky recipient as their face lights up at first sip. France leads the way with a fine, structured claret and spicy Côtes-du-Rhône, both perfect matches with a range of savoury dishes. Then there’s a bold Malbec from Argentinian winemaking legend HJ Fabre – great with red meats – and an Italian that’s brilliant with tomato-based dishes. Wrapping up are patiently oak-aged gems from Spain and Portugal … so luxuriously smooth they can be sipped on their own, but also pair brilliantly with cured meats and cheeses. ",[],Not found,4.5,['543'], 750.00 ml , 14.5% ABV 
1126, Macán Rioja 2017 , Spain , Red - Medium Bodied ,['2017'],£70.00,/5,[], 750.00 ml , 14.5% ABV 
1127, Sipsmith Sipspresso Coffee Gin Limited Edition (70cl) NV , Great Britain , Great Britain ,['70'],£29.00,5.0/5,[], 700.00 ml , 37.5% ABV 
1128, Domaine de Mourchon Séguret Tradition Côtes du Rhône Village 2019 , France , Red - Medium to full bodied ,['2019'],£16.49,4.5/5,[], 750.00 ml , 14.0% ABV 
1129, Piano do Montevergine Taurasi Riserva 2015 , Italy , Red - Full bodied ,['2015'],£35.00,/5,[], 750.00 ml , 14.0% ABV 
1130, Le Champ des Etoiles Pinot Noir (Magnum) 2021 , France , Red - Medium Bodied ,['2021'],£26.00,5.0/5,[], 1500.00 ml , 12.5% ABV 
1131, Roche Lacour Cuvée de Réserve 2017 , France , White - Dry ,['2017'],£19.99,/5,[], 750.00 ml , 12.5% ABV 
1132, Prosecco in Laithwaites Cooler Bag Gift ,Read more," Prosecco in Laithwaites Cooler Bag Gift Give the gift of perfectly chilled fizz, with this smart chiller bag and Prosecco Nothing says summer like a glass of something chilled and deliciously refreshing in the garden or on a picnic. With this smart bottle bag you can chill your own fizz beforehand and keep it that way, whether you're taking it out onto the patio or further afield for an outdoor get-together. It also makes a great gift. ",[],£25.00,4.5,['253'], 750.00 ml , 11.0% ABV 
1133, RedHeads Fenrir Shiraz 2019 , Australia , Red - Full bodied ,['2019'],£65.00,5.0/5,[], 750.00 ml , 16.0% ABV 
1134, Domaine Dubreuil-Fontaine Pernand-Vergelesses Blanc 2020 , France , White - Dry ,['2020'],£31.00,/5,[], 750.00 ml , 13.5% ABV 
1135, Bodegas Caro Showcase ,Read more," Bodegas Caro Showcase The combined magic of Argentina’s No.1 winemaker and legendary Lafite Caro is a meeting of minds between world renowned Malbec specialist, Nicolás Catena, and Cabernet Sauvignon masters, the Rothschild of Bordeaux’s Lafite. All are made from special parcels of grapes grown in the finest vineyards of Argentina’s Mendoza region and matured in expensive oak barrels. Enjoy pure, brambly Aruma Malbec, ink-dark, cassis-scented Amancaya Malbec Cabernet and flagship Caro, a best-of-the-best cuvée built to last. ",[],Not found,4.0,['38'], 750.00 ml , 14.5% ABV 
1136, Grattamacco Organic Vermentino 2019 , Italy , White - Dry ,['2019'],£31.00,/5,[], 750.00 ml , 14.5% ABV 
1137, Tullibardine 228 Burgundy Cask Finish Single Malt Gift ,Read more," Tullibardine 228 Burgundy Cask Finish Single Malt Gift Superbly crafted whisky from a fine family-owned Highlands distillery Made at the historic Tullibardine distillery in the Highlands, this fine single malt with its impressive auburn hue has delicious hints of red summer fruits, chocolate and spices. The colour comes from the 228 litre barriques that formerly held Pinot Noir from the world-famous Château de Chassagne-Montrachet in Burgundy. This is a splendid gift for any fan of fine Scotch. ",['228'],£39.90,5.0,[], 700.00 ml , 43.0% ABV 
1138, Champagne Paul Goerg Premier Cru Vintage 2012 , France , White - Dry ,['2012'],£49.99,/5,[], 750.00 ml , 12.0% ABV 
1139, Andresen 40-year-old Tawny Port (in gift box) NV , Portugal , Red - Medium Bodied ,['40'],£60.00,4.7/5,[], 750.00 ml , 20.0% ABV 
1140, Domaine Alain Chavy Puligny Montrachet Premier Cru Les Champs Gains 2020 , France , White - Dry ,['2020'],£70.00,/5,[], 750.00 ml , 13.0% ABV 
1141, Picco Attila (187ml) 2020 , Italy , Red - Medium to full bodied ,"['187', '2020']",£2.99,3.3/5,[], 187.00 ml , 13.0% ABV 
1142, Chase Seville Marmalade Gin (70cl) NV , Great Britain , Great Britain ,['70'],£35.00,4.3/5,[], 700.00 ml , 40.0% ABV 
1143, Château Cantenac Brown 2019 , France , Red - Medium Bodied ,['2019'],£46.00,/5,[], 750.00 ml , 13.5% ABV 
1144, Domaine de la Vougeraie Savigny 1er Cru Les Marconnets Organic 2019 , France , Red - Medium Bodied ,['2019'],£35.00,/5,[], 750.00 ml , 13.5% ABV 
1145, Champagne Brigitte Delmotte Réserve (magnum) NV , France , White - Dry ,[],£80.00,/5,[], 1500.00 ml , 12.0% ABV 
1146, Festive Favourites Mixed Trio Gift ,Read more," Festive Favourites Mixed Trio Gift The big question - can they wait until Christmas before tucking into this trio? They’re going to need a bigger stocking to fit in this Mixed Trio. A favourite French Sauvignon is joined by our No.1 Italian red (a top-seller for over 25 years) and a ripe, fruity Syrah Malbec from Argentina. ",[],Not found,3.6,['278'], 750.00 ml , 12.5% ABV 
1147, Casanova di Neri Rosso di Montalcino 2020 , Italy , Red - Medium Bodied ,['2020'],£23.00,5.0/5,[], 750.00 ml , 13.5% ABV 
1148, White & Rosé Prosecco Trio Gift ,Read more," White & Rosé Prosecco Trio Gift A delightful triplicate of perfect Prosecco in classic white and enticing pink Prezza’s pink Prosecco makes its debut this year, alongside classic white Proseccos from Il Papavero and Luminoso Leggero. Presented in a luxury gift box. ",[],Not found,4.2,['107'], 750.00 ml , 11.0% ABV 
1149, Abbesse Sauvignon Blanc (187ml) 2020 , France , White - Dry ,"['187', '2020']",£3.99,/5,[], 187.00 ml , 12.0% ABV 
1150, RedHeads Rusty Roof Riesling 2020 , Australia , White - Dry ,['2020'],£15.99,/5,[], 750.00 ml , 12.5% ABV 
1151, Domaine Joseph Voillot Pommard 2019 , France , Red - Medium Bodied ,['2019'],£43.00,/5,[], 750.00 ml , 13.0% ABV 
1152, Fire & Foal Sauvignon Blanc (187ml) 2022 , South Africa , White - Dry ,"['187', '2022']",£2.99,/5,[], 187.00 ml , 12.5% ABV 
1153, Domaine Jean Chauvenet Nuits St Georges 1er Cru Les Bousselots 2019 , France , Red - Medium Bodied ,['2019'],£60.00,/5,[], 750.00 ml , 13.5% ABV 
1154, Loose Cannon Abingdon Bridge (5 litre keg) NV , Great Britain , Great Britain ,[],£19.99,3.5/5,[], 5000.00 ml , 4.1% ABV 
1155, Domaine de la Vougeraie Côte de Beaune Les Pierres Blanches Rouge Organic 2019 , France , Red - Medium Bodied ,['2019'],£33.00,/5,[], 750.00 ml , 13.0% ABV 
1156, El Bombero Gran Reserva (187ml) 2016 , Spain , Red - Medium to full bodied ,"['187', '2016']",£3.49,/5,[], 187.00 ml , 14.5% ABV 
1157, Laurent-Perrier Champagne & Holdsworth Truffles Gift ,Read more," Laurent-Perrier Champagne & Holdsworth Truffles Gift A superb pairing of fine champagne and indulgent truffles makes a wonderful gift This fine gift comprises Laurent-Perrier Champagne and exquisite truffles from Holdsworth Chocolates, all neatly packed in wood. Holdsworth Chocolates craft all of their delicious chocolate in the Peak District, and these champagne truffles are a real treat. Paired with the esteemed Laurent-Perrier champagne, this is a superb choice of gift. ",[],£55.00,Not found,Not found, 750.00 ml , 12.0% ABV 
1158, Sipsmith Zesty Orange Gin (70cl) NV , Great Britain , Great Britain ,['70'],£28.50,4.0/5,[], 700.00 ml , 40.0% ABV 
1159, Château Malartic-Lagravière 2014 , France , Red - Medium Bodied ,['2014'],£45.00,/5,[], 750.00 ml , 13.5% ABV 
1160, Le Rosé de La Clarière 2021 , France , Rosé - Very Dry ,['2021'],£13.99,4.6/5,['70'], 750.00 ml , 12.0% ABV 
1161, Royal Tokaji 6 Puttonyos Aszú Barrel Selection 2018 , Hungary , White - Sweet ,['2018'],£40.00,/5,[], 500.00 ml , 11.0% ABV 
1162, Del Duque Amontillado 30YO VORS Sherry (half bottle) NV , Spain , White - Dry ,['30'],£24.99,/5,[], 375.00 ml , 21.5% ABV 
1163, Fine Argentine Reds Six ,Read more," Fine Argentine Reds Six Limited-edition releases from the very best producers First a red from Argentina’s most prolific Trophy winner – H J Fabre. His Patagonia Malbec is made like a fine claret and aged for a year in French oak barriques, it's powerful, yet elegant with silky violet and spicy plum fruit. Amancaya Malbec Cabernet Sauvignon draws on the expertise of Bordeaux’s Chateau Lafite and Argetina’s Nicolas Catena. While Clos de los Siete is a special project, from Michel Rolland, Bordeaux's best-known wine consultant in partnership with six others. Made by the same Grand Cru Classé methods as top Bordeaux, in Mendoza’s Uco Valley. ",[],Not found,4.2,['240'], 750.00 ml , 14.5% ABV 
1164, Chilean Mixed Whites Case ,Read more," Chilean Mixed Whites Case When you want your whites with flavour intensity dialled to max … head to Chile Chile is wine paradise. Cooling ocean breezes, year-long sunshine and no vine pests. Described by so many writers, makers and wine lovers as the perfect place to grow vines, it’s become home to a host of gorgeous, fruity styles from favourite international grapes like Sauvignon and Chardonnay. And the value – out of this world! In this selection you’ll find an array of refreshing, characterful, easy-sipping favourites bursting with waterfalls of citrus and tropical fruit. ",[],Not found,3.5,['150'], 750.00 ml , 13.0% ABV 
1165, Aluado Chardonnay 2021 , Portugal , White - Dry ,['2021'],£10.99,4.1/5,['360'], 750.00 ml , 12.5% ABV 
1166, Noé 30-year-old Pedro Ximénez Sherry (half bottle) NV , Spain , White - Luscious ,['30'],£22.00,4.7/5,['10'], 375.00 ml , 15.5% ABV 
1167, Massolino Barolo 2017 , Italy , Red - Full bodied ,['2017'],£50.00,/5,[], 750.00 ml , 14.5% ABV 
1168, Trio of Cocktail Stirrers Gift ,Click here," Trio of Cocktail Stirrers Gift Add a fun twist to your cocktails with this pack of three stirrers These edible stirrers from Holly’s Lollies are great fun. They are the perfect gift for any cocktail lover, adding an extra depth of flavour to your drink but staying solid so you can nibble away. Six stirrers per pack, each a generous 15cm long, in three enticing flavours (Raspberry, Gin & Lemon and Mojito). ",[],Not found,Not found,Not found,Not found,Not found
1169, White and Rosé Prosecco Trio Gift ,Read more," White and Rosé Prosecco Trio Gift Two bottles of the classic Italian fizz and its cousin in pink – bring on the celebrations! Fizz is always welcome at Christmas – and here you have three superior Proseccos, including Prezza – a Gold-medal pink fizz ready to pour from its striking bottle. Plus there’s Alessandro Gallici, a huge customer favourite, and Terra Batista from a family cellar that’s over 100 years old. ",[],Not found,4.5,['253'], 750.00 ml , 11.0% ABV 
1170, Luxury Mixed Dozen Gift ,Read more," Luxury Mixed Dozen Gift Champagne, fine wines, Sauternes and Port – this case is the pinnacle of pleasure A spectacular gift to see them through Christmas Day and beyond. Premier Cru Champagne opens the festivities in style, while the white Burgundy and fine claret offer classic matches for turkey and all the trimmings. North by North East Pinot Grigio provides freshness to temper goose’s richness, while a fragrant Kiwi gem from an award-winning cellar will match spicier fare. For pudding, there’s a divine Sauternes, the world’s most famous sweet wine, and Andresen’s Late Bottled Vintage Port is an indulgent armchair digestif. Presented in a wooden gift box. ",[],Not found,4.7,['27'], 750.00 ml , 12.5% ABV 
1171, Red & White Halves Mixed Case ,Read more," Red & White Halves Mixed Case For when a full-sized bottle of your favourite is too much … enjoy a handy half bottle! If you’ve ever found yourself with one too many unfinished bottles, or even just wanting a wine to accompany a quick meal, then this collection of handy halves is for you. And just because they’re smaller, it doesn’t mean we’ve skimped on the quality – these reds and whites are some of the best-loved reds wines in our cellars. ",[],Not found,4.7,[], 375.00 ml , 11.5% ABV 
1172, Merry Christmas Red and White Duo Gift ,Read more, Merry Christmas Red and White Duo Gift ,[],Not found,4.6,['235'], 750.00 ml , 13.5% ABV 
1173, Ferraton Père et Fils Hermitage Les Miaux 2017 , France , Red - Full bodied ,['2017'],£45.00,/5,[], 750.00 ml , 14.5% ABV 
1174, Abelforth's Bathtub Gin (70cl) NV , Great Britain , Great Britain ,['70'],£32.00,4.4/5,['11'], 700.00 ml , 43.3% ABV 
1175, La Nantaise Réserve (187ml) 2021 , France , White - Dry ,"['187', '2021']",£2.99,/5,[], 187.00 ml , 12.0% ABV 
1176, ROC Primeur 2021 , France , Red - Medium Bodied ,['2021'],£13.99,2.7/5,[], 750.00 ml , 13.5% ABV 
1177, Hotel Chocolat Velvetised Chocolate Cream Espresso Martini (50cl) NV , Ireland , Ireland ,['50'],£22.00,/5,[], 500.00 ml , 12.0% ABV 
1178, Carravacas de Primicia Rioja 2021 , Spain , Red - Medium Bodied ,['2021'],£13.49,3.7/5,['220'], 750.00 ml , 14.0% ABV 
